current_ratio,debt_to_equity,interest_coverage,ebitda_margin,revenue_growth_yoy,cash_burn_rate,working_capital_ratio,gross_margin,risk_tier
3.6556,0.11822,0.11028,0.1446,0.11026,-96.432,0.31509,0.11511,1
1.0536,0.032044,0.022539,0.041101,0.065474,18.074,0.025895,0.01246,1
0.44307,-0.12982,-0.076464,-0.15916,-0.096264,687.76,-0.5976,-0.24406,1
2.0138,-0.0074699,-0.038124,0.010143,-0.035445,7.7104,0.36606,-0.0074699,1
1.1788,0.15647,0.24599,0.18938,0.24335,16.615,0.051285,0.15647,1
1.0919,-0.0017346,-0.0053531,0.0042272,-0.0021049,32.72,0.056214,-0.0017346,1
0.26783,0.026341,0.038225,0.059733,0.047791,110.29,-0.41178,0.026341,1
3.844,-0.061379,-0.1692,-0.025883,-0.17403,-19.784,0.54295,-0.063984,1
1.8089,0.054051,0.17502,0.076933,0.16531,-4.2923,0.30849,0.05392,1
1.7793,0.0089374,0.028421,0.037736,0.051579,-13.477,0.35684,0.0089374,1
2.696,0.066577,0.14047,0.10414,0.13723,-75.985,0.45705,0.062366,1
6.7789,0.04751,0.095003,0.061571,0.043811,-101.02,0.74064,0.047508,1
6.9208,0.12547,0.24378,0.16851,0.25086,-61.853,0.49464,0.12193,1
1.1799,0.012127,0.027545,0.015404,0.053926,7.1669,0.13856,0.01034,1
0.52477,-0.26554,-0.41206,-0.25386,-0.27407,251.03,-0.60414,-0.27462,1
1.8524,0.013761,0.0097046,0.021789,0.026803,-29.925,0.37919,0.0048165,1
1.6032,0.017443,0.019457,0.033623,0.064734,8.8919,0.24679,0.010088,1
1.3,0.36224,0.063694,0.15306,0.13376,-187.83,0.082803,0.15306,1
0.95856,0.067902,0.050046,0.035832,0.16527,144.1,-0.037585,0.027491,1
0.61488,0.023926,0.040592,0.042817,0.042807,57.127,-0.31063,0.01471,1
0.99267,0.012025,0.040477,0.017958,0.063675,21.848,-0.00509,0.012025,1
1.5158,0.07794,0.094439,0.1639,0.036325,-51.673,0.25936,0.035099,1
0.2329,0.0005617,-0.076984,-0.0090448,0.29327,166.16,-1.00064,-0.014158,1
3.8311,0.10636,0.38473,0.10532,0.37267,-72.132,0.73442,0.10476,1
6.4754,0.085166,0.22845,0.084534,0.20814,8.6776,0.76266,0.084196,1
32.46850000000019,-0.065509,-0.49768,-0.0032303,-0.49757,-0.53108,0.53238,-0.065509,1
0.67933,0.052606,0.048259,0.053408,0.10591,61.13,-0.18209,0.026087,1
32.46850000000019,0.17423,0.23636,0.23691,0.18213,-161.06,0.57311,0.17423,1
0.55327,0.062087,0.03054,0.083569,0.035334,58.69,-0.10548,0.030857,1
5.6151,0.037719,0.13313,0.06087,0.17241,-51.762,0.64303,0.037672,1
1.2198,0.2503,0.13324,0.12844,0.0044589,6.1383,0.050513,0.12515,1
2.9046,0.20918,0.35535,0.21,0.34042,34.385,0.65181,0.20898,1
0.88727,-0.034498,-0.092849,-0.018877,-0.090151,39.511,-0.072647,-0.034498,1
2.6369,0.068974,0.1837,0.081048,0.17243,-34.659,0.49145,0.068098,1
1.6513,-0.031321,-0.032583,0.01454,-0.095563,-0.99147,0.22779,-0.031321,1
0.9955,-0.42979,-0.17285,-0.41512,-0.067359,63.843,-0.0023974,-0.43153,1
2.3839,0.04425,0.087004,0.04425,0.093284,-29.287,0.50114,0.04425,1
1.7138,0.068232,0.093654,0.08796,0.10348,-16.198,0.23251,0.067686,1
2.236,0.12375,0.24364,0.14943,0.25245,-3.6979,0.31142,0.12375,1
2.0972,0.017312,0.050554,0.024885,0.10726,-47.914,0.47087,0.017019,1
2.1587,0.14035,0.26348,0.15826,0.24529,-38.318,0.2578,0.13896,1
5.29,0.24687,0.64204,0.24613,0.64333,-63.013,0.79942,0.24476,1
2.2218,-0.27128,-0.039556,-0.073933,0.053652,-72.455,0.012755,-0.2713,1
1.2618,0.17172,0.37425,0.17286,0.39809,11.986,0.09822,0.16036,1
2.1106,0.064503,0.15926,0.07315,0.18644,-17.158,0.38038,0.06055,1
0.98355,0.001937,0.00025964,0.0045144,0.03426,46.633,-0.015581,0.00010518,1
1.0004,0.027186,0.065673,0.030757,0.068453,46.543,0.00031828,0.019401,1
0.77404,-0.028685,-0.053521,0.48404,0.029521,-171.5,-0.22955,-0.015371,1
1.1185,-0.0027761,-0.0078269,0.0046785,0.016711,84.206,0.088611,-0.0027761,1
0.98155,0.0088755,0.010684,0.045728,0.029454,103.83,-0.0095426,0.0088755,1
1.7937,0.020641,0.047272,0.035383,0.069606,6.102,0.25737,0.020641,1
3.6375,0.067396,0.048937,0.029411,0.010026,-8.7147,0.31546,0.029411,1
1.0856,0.066844,0.18601,0.070347,0.19598,28.835,0.048363,0.061664,1
1.3227,-0.070775,-0.20597,-0.064997,-0.030198,15.954,0.17446,-0.078012,1
26.902,0.037434,0.0514,0.065288,-0.021066,-235.75,0.8898208000000005,0.037412,1
1.1613,0.018872,0.047049,0.033855,0.080216,21.53,0.068235,0.015268,1
32.46850000000019,-0.092022,-0.17831,-0.080749,-0.17831,-140.17,0.81539,-0.092022,1
2.5122,0.015424,0.0084874,0.064085,0.010925,-1.7068,0.25787,0.006403,1
0.98522,0.060451,0.054735,0.080504,-0.19617,40.899,-0.0050537,0.050105,1
0.38204,-0.076941,-0.53364,-0.072177,-0.5391808,54.014,-0.78899,-0.083135,1
3.3132,0.1094,0.17795,0.12894,0.093538,-65.946,0.43104,0.10939,1
2.6911,0.03309,0.044128,0.051799,-0.23651,-35.885,0.35386,0.03309,1
3.6879,0.016342,0.034858,0.015306,0.0,-9.0269,0.55061,0.0072401,1
1.5385,0.018894,0.019149,0.017838,-0.0012211,-8.9927,0.2271,0.0083456,1
1.3665,-0.024489,-0.063635,-0.003865,-0.040119,20.705,0.14585,-0.024489,1
2.6367,0.061594,0.1958,0.083743,0.20115,-17.255,0.3186,0.061594,1
2.8774,-0.031358,-0.067538,-0.025579,-0.12222,-41.066,0.58607,-0.031358,1
1.2597,-0.018773,-0.0498,-0.0094822,-0.074332,42.411,0.19212,-0.018773,1
1.0816,0.056202,0.085296,0.10904,0.10498,32.365,0.032089,0.056202,1
1.6497,0.035215,0.084198,0.063848,0.085766,-10.755,0.15981,0.035215,1
3.4967,0.086745,0.13816,0.14885,0.14898,-95.24,0.45182,0.086745,1
2.0237,0.087977,0.17604,0.10554,0.15009,-37.076,0.37763,0.087977,1
1.5528,-0.020053,-0.052491,-0.012444,-0.048608,4.2763,0.23469,-0.023055,1
1.4563,0.019926,0.055051,0.020434,0.021641,14.403,0.29914,0.019926,1
0.91213,0.095477,0.075839,0.16859,0.11183,19.754,-0.024008,0.077891,1
10.282,0.14748,0.21561,0.15697,0.20361,-33.591,0.77999,0.14747,1
1.316,0.0040734,0.0091004,0.028417,0.065684,75.025,0.18134,0.0040734,1
0.45184,0.023073,0.036773,0.068081,0.078137,165.63,-0.47933,0.023073,1
1.2903,0.020512,0.029634,0.018316,0.061834,59.486,0.20216,0.010768,1
0.97142,0.0056993,0.014492,0.017379,0.03911,46.295,-0.014944,0.0056993,1
0.79881,-0.013199,-0.076703,0.0033597,-0.016487,46.272,-0.14552,-0.025678,1
4.143,0.089869,0.15426,0.11473,0.14601,-76.557,0.55194,0.089869,1
1.4562,0.20437,0.43153,0.25115,0.41475,-13.325,0.071377,0.20178,1
1.0906,-0.039987,-0.15867,-0.03962,-0.086235,34.002,0.076078,-0.040562,1
1.557,-0.034838,-0.016241,0.20769,0.007015,265.41,0.1226,-0.015536,1
1.6092,0.14027,0.22412,0.15621,0.22368,-27.258,0.16534,0.13825,1
2.6493,0.11729,0.13317,0.073367,5.6655e-05,2.9025,0.4727,0.05181,1
0.53223,0.081184,0.077042,0.13688,0.096763,136.49,-0.16304,0.081184,1
1.3094,0.015058,0.05857,0.021582,0.07401,16.315,0.18956,0.013296,1
0.70735,-0.051921,-0.11955,-0.050063,0.033096,78.039,-0.41295,-0.051922,1
1.5211,-0.20071,-0.5728268000000001,-0.18122,-0.017174,14.421,0.20084,-0.20071,1
1.7437,0.038659,0.12152,0.044192,0.15506,9.0336,0.28889,0.038659,1
0.60775,-0.1242,-0.085034,-0.044178,0.011489,167.91,-0.25528,-0.062099,1
1.0737,-0.083682,-0.078065,0.057871,0.011125,101.05,0.057641,-0.04177,1
1.384,0.056247,0.19296,0.05334,0.20388,-1.5514,0.23924,0.053229,1
1.3657,0.084227,0.29292,0.097098,0.33861,-1.4374,0.11468,0.084227,1
1.1958,0.10191,0.18557,0.054945,0.22831,25.533,0.14116,0.045973,1
1.7704,0.3346,0.075961,0.7681938000000001,0.077394,-240.43,0.075332,0.3346,1
0.89692,-0.0007574,-0.0046584,0.0074104,-0.012576,18.782,-0.024841,-0.002174,1
1.0661,8.0407e-05,0.00010352,0.024883,0.037137,69.846,0.033476,8.0407e-05,1
1.6584,0.089396,0.069514,0.12918,0.067241,18.423,0.11955,0.089396,1
3.6199,0.080304,0.023201,0.043028,0.086012,-83.566,0.47737,0.023585,1
1.9129,0.14025,0.35104,0.14825,0.30799,-32.011,0.40666,0.1401,1
0.73306,-0.3415,-0.40858,-0.16944,0.10236,191.59,-0.29771,-0.17075,1
1.6636,0.011335,0.016004,0.09497,0.00016514,-21.938,0.17388,0.0056676,1
1.495,0.11975,0.22467,0.14882,0.25399,0.52925,0.13842,0.11975,1
1.3676,0.018679,0.04038,0.042911,0.069972,18.18,0.18423,0.018679,1
2.5821,0.14477,0.35866,0.14375,0.29009,-48.038,0.59628,0.14015,1
0.71466,0.068546,0.10954,0.080491,0.11397,94.589,-0.17657,0.065374,1
1.0553,0.14074,0.16269,0.11481,0.01952,17.886,0.028583,0.07037,1
1.3374,0.035757,0.11849,0.032376,0.13686,3.6378,0.1975,0.02831,1
20.236,0.25238,0.18359,0.28837,0.15313,-458.75,0.7827,0.25238,1
0.73302,0.040377,0.10708,0.040322,0.16868,32.879,-0.2126,0.032159,1
2.4211,0.055067,0.13132,0.06319,0.12305,-20.634,0.45393,0.053926,1
2.9236,0.040304,0.060419,0.064048,0.10173,-56.966,0.35018,0.037991,1
1.3939,0.025375,0.034226,0.058715,0.036396,46.368,0.13678,0.025375,1
0.93475,0.065393,0.057127,0.10933,0.063844,22.995,-0.014247,0.059319,1
1.0436,0.044218,0.084988,0.070057,0.11159,28.89,0.019411,0.044218,1
0.96093,0.037754,0.0419,0.089285,0.064153,41.401,-0.0089948,0.037754,1
0.4937,-0.074313,-0.14509,-0.041757,-0.11848,116.07,-0.37968,-0.092575,1
0.93341,-0.073213,-0.11189,-0.073815,-0.16441,80.492,-0.028502,-0.084778,1
2.2001,0.042231,0.1577,0.045279,0.16019,-36.07,0.49557,0.042231,1
1.5382,0.0063698,0.0062259,0.027102,-0.0056815,10.572,0.17538,0.0063698,1
1.5317,0.031237,0.017032,0.061581,0.14285,168.74,0.18059,0.031237,1
2.2724,0.024618,0.069149,0.041214,0.043172,-31.707,0.35294,0.024618,1
1.0841,0.066869,0.028604,0.097671,0.077712,126.53,0.026572,0.036442,1
1.9649,-0.47106,-0.18276,-0.27786,-0.19421,83.563,0.15277,-0.54149,1
4.7722,0.091178,0.26304,0.15703,0.26107,-59.147,0.64148,0.09034,1
0.41036,-0.26743,-0.32267,-0.23508,-0.34226,148.33,-0.41322,-0.2857,1
6.6735,-0.13964,-0.15561,0.0044501,-0.16409,-83.53,0.51661,-0.13964,1
30.174,0.41377,0.18337,0.41423,0.071502,-142.61,0.5908,0.38142,1
1.8266,0.049735,0.03492,0.16526,0.040292,-37.008,0.34245,0.024867,1
0.84789,-0.023471,-0.03772,-0.0085627,-0.0064048,160.68,-0.12084,-0.023471,1
0.45082,-0.083292,-0.08061,-0.0609,0.0,-2879.1749999999997,-0.49254,-0.083292,1
1.7923,0.32264,0.43356,0.33731,0.45235,-15.242,0.29255,0.3104,1
2.0027,0.065279,0.26551,0.7681938000000001,1.0681e-05,-8.4378,0.48723,0.028975,1
1.2122,0.0053947,0.005528,0.013683,0.10878,21.42,0.079803,0.0053947,1
1.6422,0.024141,0.055624,0.034812,0.0378,-0.88834,0.35326,0.024141,1
0.77278,0.00482,0.01834,0.017138,0.069607,49.029,-0.20841,0.00482,1
1.4083,0.22166,0.11912,0.31907,0.11956,2.3995,0.013896,0.22166,1
0.75498,0.048414,0.08656,0.064218,0.081129,93.668,-0.19472,0.048414,1
0.9373,0.564921300000001,0.27863,0.7681938000000001,0.27457,26.126,-0.00058153,0.46613119999999975,1
1.2929,0.1052,0.38441,0.12294,0.39522,15.208,0.087326,0.10317,1
4.2777,0.010345,0.0087571,0.35357,0.0009259,149.33,0.43905,0.0043154,1
1.4142,0.032375,0.0085343,0.037646,0.022829,49.033,0.064654,0.010413,1
6.7145,0.11273,0.26112,0.1194,0.26096,-118.64,0.72665,0.11273,1
0.3999,-0.54553,-0.5728268000000001,-0.10462,-0.5391808,265.5,-0.83283,-0.54553,1
0.199897,-0.7196366,-0.5728268000000001,-0.5750552000000001,-0.12854,2978.4999999999854,-1.00064,-0.7135836,1
0.199897,0.027755,0.016061,0.092385,0.037298,283.72,-0.38411,0.027755,1
1.5994,-0.053471,-0.064992,0.010034,-0.071473,51.883,0.20626,-0.053471,1
1.3672,0.0077468,0.0051371,0.016724,0.16995,38.517,0.082825,0.0077468,1
1.6663,0.12123,0.19157,0.15769,0.17927,7.59,0.13545,0.12123,1
1.0995,0.033876,0.040331,0.096223,0.082169,168.84,0.06095,0.033876,1
1.015,0.018652,0.027196,0.033978,0.06439,54.527,0.0045247,0.018652,1
1.0233,0.010858,0.037019,0.018381,0.037224,9.9127,0.013518,0.0098154,1
2.4103,-0.075842,-0.15207,-0.061338,-0.15246,-33.775,0.28607,-0.075842,1
1.867,0.083656,0.14916,0.097126,0.14375,-15.149,0.35096,0.083358,1
0.73373,0.017127,0.017372,0.023733,0.0027984,130.43,-0.13277,0.0078577,1
2.9912,-0.026021,-0.055288,-0.0044016,-0.055442,-23.737,0.4314,-0.026021,1
9.7557,0.49814,0.14857,0.61447,0.14396,-256.21,0.13981,0.46613119999999975,1
3.8042,0.23425,0.42346,0.24972,0.39669,-83.57,0.46253,0.23425,1
1.0016,0.0061419,0.030469,0.0044219,0.057726,8.5692,0.001592,0.0044219,1
0.36103,-0.5489,-0.25546,-0.093748,0.016927,397.39,-0.49649,-0.27445,1
1.5674,0.10071,0.23388,0.11618,0.29566,36.535,0.29689,0.10071,1
1.1767,0.035277,0.054997,0.043414,0.042638,-1.9294,0.10062,0.022163,1
0.35166,-0.32248,-0.19246,-0.17646,-0.06472,172.3,-0.1652,-0.43798,1
6.5379,0.11161,0.086023,0.21076,0.081286,-70.224,0.4116,0.11161,1
0.33882,-0.1795,-0.11005,-0.11737,-0.081069,182.55,-0.21885,-0.22488,1
1.2377,0.10991,0.11797,0.15094,0.12556,11.614,0.070881,0.097322,1
0.90744,-0.0408,-0.060783,-0.022763,0.044591,182.36,-0.079527,-0.0408,1
0.58617,0.026132,0.041557,0.039865,0.076784,72.812,-0.23928,0.01533,1
1.3085,0.036275,0.060583,0.03633,0.047815,-2.353,0.22943,0.03301,1
0.8275,0.012198,0.024516,0.044821,0.053658,52.663,-0.095295,0.012198,1
0.99646,-0.10374,-0.090673,-0.033637,-0.06654,24.928,-0.0011512,-0.10374,1
0.54124,0.027179,0.030991,0.064382,0.030955,146.37,-0.34563,0.027072,1
1.1381,0.018159,0.031135,0.036731,0.032929,109.22,0.10062,0.018159,1
2.3799,0.027861,0.087959,0.039286,0.069856,29.631,0.42921,0.027861,1
3.493,0.0098128,0.02023,0.035774,0.044745,-36.188,0.30531,0.0083564,1
2.777,0.564921300000001,0.6912076000000001,0.7681938000000001,-0.14417,-99.288,0.31046,0.46613119999999975,1
1.0526,-0.050972,-0.074916,-0.046215,0.048452,72.957,0.047717,-0.051942,1
0.59016,-0.092656,-0.12235,-0.078688,-0.085882,241.96,-0.42351,-0.092656,1
0.96707,0.023657,0.13278,0.0332,0.16504,14.261,-0.024974,0.023657,1
1.3142,0.046576,0.040184,0.077082,0.072605,-2.8063,0.11883,0.027551,1
0.45399,0.564921300000001,0.02079,0.7681938000000001,0.0012924,2704.0,-0.037598,0.46613119999999975,1
0.59802,0.18718,0.31219,0.22941,0.31934,83.977,-0.17057,0.18718,1
1.0648,0.0089103,0.018403,0.0046671,0.13371,48.584,0.044125,0.0044552,1
13.934,-0.7196366,-0.15321,-0.5750552000000001,-0.10675,-471.69,0.32502,-0.7135836,1
0.199897,0.564921300000001,0.20639,0.7681938000000001,0.16462,2978.4999999999854,-0.32882,0.46613119999999975,1
0.79334,-0.025186,-0.082419,-0.021453,-0.082603,74.907,-0.24544,-0.02519,1
1.5646,0.09363,0.1851,0.12556,0.20501,2.1354,0.18125,0.09363,1
2.1743,0.019975,0.030995,0.054306,0.032207,-17.899,0.24939,0.019975,1
1.0251,0.0049386,0.035343,0.006314,0.045579,0.61439,0.024176,0.0049386,1
0.27056,-0.4831,-0.10572,-0.29313,-0.093264,842.91,-0.48232,-0.56454,1
1.4014,0.028064,0.059049,0.061417,0.074566,13.575,0.14268,0.028064,1
0.40194,0.14212,0.1584,0.21736,0.1642,86.801,-0.19375,0.14212,1
1.0688,-0.032681,-0.064229,-0.021211,0.0099735,18.902,0.060407,-0.032681,1
1.0492,0.017671,0.014332,0.024683,0.033286,27.352,0.031487,0.0069226,1
1.2998,0.01858,0.093732,0.022057,0.10146,4.7971,0.18943,0.01858,1
1.0492,0.017671,0.014332,0.024683,0.033286,27.352,0.031487,0.0069226,1
3.2092,0.11853,0.16765,0.15293,0.17486,-89.221,0.41691,0.11853,1
2.0973,-0.0094451,-0.01918,0.022273,-0.0037429,-12.938,0.28551,-0.0094451,1
0.92994,0.1061,0.045362,0.17767,0.047871,69.12,-0.048446,0.1061,1
1.7227,0.057443,0.10583,0.096681,0.082955,29.904,0.28605,0.057443,1
2.761,0.064555,0.12288,0.081844,0.16615,-20.093,0.32852,0.064555,1
4.1322,0.067335,0.14866,0.06814,0.13824,-64.532,0.74584,0.066774,1
5.4875,0.25811,0.23173,0.29249,0.21426,-157.35,0.33672,0.25811,1
1.1367,0.042647,0.15203,0.058348,0.18293,-10.25,0.094827,0.042647,1
0.56323,0.013321,0.031673,0.016912,-0.038015,39.022,-0.22269,0.008638,1
1.4936,0.17798,0.19612,0.097689,0.072793,68.261,0.29895,0.082366,1
1.1172,-0.031909,-0.041118,-0.025605,0.11146,-2.1698,0.038582,-0.031909,1
1.3393,0.012441,0.043824,0.016417,0.038339,-10.93,0.19831,0.012441,1
1.2754,-0.089182,-0.17864,-0.082246,0.029313,97.896,0.1929,-0.089182,1
1.0852,-0.22155,-0.32591,-0.19152,0.012501,80.006,0.03995,-0.22155,1
1.3444,0.069139,0.10917,0.31104,0.0083492,-15.49,0.21964,0.030827,1
32.46850000000019,0.564921300000001,0.035784,0.7681938000000001,-0.017467,-2879.1749999999997,0.8898208000000005,0.46613119999999975,1
3.4141,0.12322,0.19363,0.15068,0.19234,-88.162,0.47909,0.12322,1
4.2982,-0.11111,-0.098688,-0.055551,-0.099836,-70.803,0.31111,-0.11111,1
2.1493,0.39014,0.28221,0.43815,0.26597,-68.927,0.19835,0.39004,1
1.3675,0.031771,0.058318,0.083391,0.06203,16.84,0.12279,0.031771,1
0.54932,-0.18367,-0.56554,-0.17006,-0.33833,108.09,-0.44273,-0.20481,1
0.84197,-0.098451,-0.44236,-0.092196,-0.44183,62.534,-0.14258,-0.10234,1
0.71437,-0.0047869,-0.022492,-0.00016167,0.020862,52.286,-0.12829,-0.017108,1
1.2152,0.26797,0.45626,0.32352,0.47485,13.887,0.048855,0.26797,1
0.7581,0.044172,0.060533,0.039606,0.077275,52.497,-0.11292,0.029392,1
1.4193,0.020036,0.039079,0.024655,0.047596,29.358,0.22827,0.016156,1
6.666,0.049665,0.019297,0.2483,0.019155,-212.59,0.24184,0.044226,1
1.1141,-0.10402,-0.13968,-0.027835,-0.10907,37.324,0.043207,-0.10402,1
1.1214,0.17331,0.07309,0.17322,0.084606,45.449,0.020587,0.12603,1
0.51501,0.037151,0.04251,0.049557,0.085201,207.65,-0.42296,0.037151,1
1.7924,0.10178,0.15054,0.12367,0.14782,-12.151,0.23822,0.095678,1
4.1962,,0.091268,,-0.00077062,-2879.1749999999997,0.034875,,1
1.0537,0.045319,0.069227,0.091143,0.077003,29.352,0.018251,0.045319,1
1.9622,0.0084993,0.024389,0.022884,-0.1077,-1.2374,0.25255,0.0084836,1
18.346,0.34665,0.21121,0.41076,0.16665,-608.9,0.70321,0.34665,1
1.6689,0.050871,0.069777,0.074889,0.087143,20.313,0.28306,0.050871,1
1.3279,0.16015,0.31646,0.073978,0.011048,21.131,0.18374,0.071379,1
1.0988,0.049209,0.031501,0.065243,0.071086,36.493,0.051792,0.049209,1
1.5641,0.011525,0.033254,0.026188,0.039873,13.189,0.2268,0.011525,1
2.2891,0.088685,0.2893,0.10432,0.31731,-36.757,0.44955,0.086186,1
1.1149,-0.016178,-0.039122,0.01733,-0.2453,99.289,0.062596,-0.038852,1
1.132,0.11544,0.16382,0.18048,0.17561,12.518,0.025192,0.11544,1
2.3292,0.093637,0.12598,0.1532,0.11294,-50.434,0.2256,0.093637,1
1.1653,0.0080433,0.017422,0.017936,0.066146,16.893,0.1231,0.0080433,1
0.56089,0.023857,0.023569,0.083496,0.022265,139.3,-0.21513,0.023857,1
2.756,0.033269,0.03861,0.090706,0.039845,-33.572,0.16667,0.033269,1
1.1703,0.01442,0.016567,0.047776,0.033958,-3.2949,0.016404,0.01442,1
0.83534,-0.050215,-0.045509,0.0038555,-0.029344,47.426,-0.0416,-0.050215,1
1.3119,0.020319,0.022236,0.059294,0.029641,3.4064,0.050918,0.020319,1
0.59063,0.010298,0.00095561,0.020305,-0.027946,1885.0,-0.075148,0.0012241,1
0.73298,0.069822,0.049448,0.13014,0.05174,24.057,-0.023676,0.069822,1
1.179,0.020454,0.025135,0.07591,0.032553,29.175,0.038599,0.020454,1
3.204,0.084215,0.15751,0.08806,0.12789,-44.031,0.64521,0.084215,1
1.3373,0.05657,0.094989,0.089074,0.10134,3.3537,0.080558,0.05657,1
0.97941,0.12154,0.16933,0.1461,0.17759,46.709,-0.004916,0.12154,1
0.39937,-0.7196366,-0.1755,-0.5750552000000001,-0.12186,439.26,-0.10458,-0.7135836,1
0.97621,0.023353,0.030613,0.061755,0.019753,135.62,-0.013756,0.023353,1
1.2808,0.015875,0.020979,0.040943,0.050617,-2.91,0.16375,0.015875,1
0.75242,-0.41713,-0.26107,-0.20488,0.010699,159.4,-0.13248,-0.21237,1
3.3013,0.32008,0.11238,0.61314,0.11252,-330.79,0.14882,0.32008,1
1.1558,0.0029135,0.0042787,0.050987,0.0091617,-2.1491,0.049828,0.0029135,1
0.28501,-0.071266,-0.071638,-0.097567,-0.03688,284.3,-0.30793,-0.14009,1
1.0563,0.0089769,0.005591,0.010216,0.02733,46.402,0.022686,0.0035735,1
0.73576,0.025564,0.046279,0.042608,0.066264,91.973,-0.20288,0.025564,1
3.0907,0.24706,0.6912076000000001,0.24527,0.6873924000000006,-61.677,0.6296,0.24171,1
3.5901,-0.30708,-0.11206,-0.20221,-0.12238,-319.52,0.39085,-0.31846,1
1.0483,0.056961,0.038694,0.070824,0.063056,59.593,0.014226,0.03292,1
0.69686,0.056746,0.022022,0.052394,0.0070191,297.77,-0.15253,0.028373,1
1.1749,0.16686,0.20699,0.20942,0.18063,-0.19105,0.046657,0.15478,1
0.52855,-0.006036,-0.017471,0.015834,-0.08054,68.498,-0.33908,-0.006036,1
1.4201,0.023605,0.03213,0.085472,0.036091,-0.8957,0.061792,0.023605,1
1.0275,0.14589,0.22447,0.19608,0.6873924000000006,51.082,0.010933,0.14589,1
4.2921,0.22613,0.24859,0.25664,0.24898,-191.88,0.52558,0.22613,1
1.7043,-0.054264,-0.098295,-0.025748,-0.055165,-24.073,0.18154,-0.054264,1
0.199897,-0.25565,-0.5728268000000001,-0.25901,-0.5391808,342.88,-1.00064,-0.25901,1
1.6563,0.069017,0.092212,0.086966,0.15375,15.656,0.17185,0.069017,1
13.573,0.23529,0.35753,0.24779,0.35757,-222.1,0.85408,0.23309,1
1.6666,0.12362,0.33499,0.13548,0.32083,11.907,0.33716,0.11934,1
1.2795,0.013092,0.032482,0.018362,0.053082,29.839,0.17802,0.0096603,1
2.7033,0.0097557,0.043139,0.025362,-0.037404,-43.999,0.57327,0.0097557,1
1.0742,-0.020722,-0.004559,0.15046,0.0085352,2978.4999999999854,0.055328,-0.011121,1
0.51758,0.058266,0.029721,0.072322,0.091733,83.753,-0.20761,0.024634,1
1.8753,0.12869,0.28135,0.12319,0.31257,-71.751,0.45852,0.12263,1
0.42533,-0.0012073,-0.0088407,0.091695,-0.14518,133.14,-0.66693,-0.0048171,1
3.1297,0.035221,0.042534,0.035955,0.04271,82.634,0.66783,0.035103,1
1.9786,0.09931,0.15351,0.11374,0.17514,-32.965,0.35325,0.09931,1
1.8788,0.075639,0.055007,0.085436,0.10498,-17.186,0.37454,0.056808,1
0.72566,0.079908,0.052507,0.067065,0.10055,16.122,-0.046682,0.043148,1
1.4428,0.13763,0.11555,0.060453,0.034551,25.132,0.15446,0.060442,1
1.4468,0.020405,0.089122,0.078694,0.13252,-8.1908,0.30884,0.014985,1
6.1047,0.040974,0.43069,0.0494,-0.031955,-19.085,0.55424,0.040974,1
0.23419,0.056059,0.10502,0.11047,0.13359,249.5,-0.9444,0.056059,1
1.3747,0.03549,0.060643,0.038911,0.14993,27.919,0.22609,0.029694,1
1.4432,-0.018104,-0.11429,0.012482,0.075914,0.23483,0.25239,-0.020057,1
0.71717,0.01209,0.014409,0.081444,0.021025,125.32,-0.28328,0.01209,1
10.387,0.19097,0.17382,0.23887,0.12705,-208.96,0.44081,0.18991,1
3.6401,0.019261,0.027879,0.061362,0.011326,-45.893,0.46685,0.019261,1
0.60824,-0.015116,-0.12277,-0.0092553,-0.15766,36.211,-0.31373,-0.024039,1
1.1753,0.087811,0.21986,0.097439,0.14447,57.33,0.12704,0.084669,1
1.397,0.17693,0.38409,0.18999,0.44581,90.463,0.22628,0.17693,1
0.41878,-0.015727,-0.049186,0.05574,0.0017248,88.609,-0.49558,-0.015727,1
1.6983,0.087098,0.082926,0.10484,0.11785,13.943,0.3393,0.087098,1
8.9421,0.13886,0.091177,0.17213,0.00057017,-119.89,0.84813,0.061924,1
11.791,0.19256,0.50318,0.20212,0.60301,-98.059,0.59282,0.19256,1
1.0329,-0.052716,-0.12281,-0.015709,-0.078542,11.233,0.011703,-0.052716,1
1.7831,0.012865,0.0025263,0.39797,0.026792,-30.024,0.0088264,0.012865,1
1.3756,0.11449,0.14414,0.11449,0.1618,8.9538,0.06618,0.11449,1
25.341,0.564921300000001,0.47743,0.4309,0.014593,-465.13,0.8898208000000005,0.43052,1
2.8184,-0.043199,-0.083115,-0.016858,-0.09349,-37.589,0.30194,-0.043199,1
1.3505,-0.0027687,-0.0024209,0.034389,0.35166,114.89,0.14472,-0.0027687,1
4.0711,0.564921300000001,0.42593,0.50509,0.00021616,1048.4,0.6611,0.3407,1
0.96873,0.018096,0.11646,0.014302,0.23732,1.7537,-0.031903,0.013267,1
0.26478,-0.29412,-0.39825,-0.28235,-0.3895,160.79,-0.68053,-0.30588,1
0.52356,0.027443,0.043851,0.051198,0.054719,39.245,-0.20289,0.021201,1
2.898,-0.0046309,-0.0057793,0.0045893,0.050965,4.9177,0.64325,-0.0050108,1
2.0553,0.12457,0.14214,0.10822,0.1919,4.6766,0.28734,0.092258,1
5.1489,0.27813,0.10038,0.12332,0.39944,-108.38,0.54714,0.12319,1
1.3694,0.015645,0.018903,0.013485,0.13073,48.193,0.26976,0.013485,1
